Department,Book Name,Author,Publisher,Accession No
Environmental Science,Environmental Science Advanced Book 5583,M. Khan,Oxford,ACC005583
Mathematics,Mathematics Advanced Book 5584,S. Sharma,McGraw Hill,ACC005584
Tamil,Tamil Advanced Book 5585,V. Rao,Wiley,ACC005585
Economics,Economics Advanced Book 5586,A. Iyer,McGraw Hill,ACC005586
Architecture,Architecture Advanced Book 5587,D. Patel,Oxford,ACC005587
Electrical Engineering,Electrical Engineering Advanced Book 5588,J. Das,Elsevier,ACC005588
Chemical Engineering,Chemical Engineering Advanced Book 5589,P. Singh,Elsevier,ACC005589
Education,Education Advanced Book 5590,V. Rao,Pearson,ACC005590
Artificial Intelligence,Artificial Intelligence Advanced Book 5591,A. Iyer,McGraw Hill,ACC005591
Mathematics,Mathematics Advanced Book 5592,V. Rao,Pearson,ACC005592
Information Technology,Information Technology Advanced Book 5593,M. Khan,Pearson,ACC005593
Data Science,Data Science Advanced Book 5594,M. Khan,Cambridge,ACC005594
Computer Science,Computer Science Advanced Book 5595,P. Singh,Pearson,ACC005595
Commerce,Commerce Advanced Book 5596,P. Singh,Wiley,ACC005596
Chemistry,Chemistry Advanced Book 5597,S. Sharma,Wiley,ACC005597
Commerce,Commerce Advanced Book 5598,P. Singh,Cambridge,ACC005598
Physics,Physics Advanced Book 5599,P. Singh,Oxford,ACC005599
Education,Education Advanced Book 5600,V. Rao,Cambridge,ACC005600
Philosophy,Philosophy Advanced Book 5601,P. Singh,Elsevier,ACC005601
Tamil,Tamil Advanced Book 5602,V. Rao,Oxford,ACC005602
Education,Education Advanced Book 5603,P. Singh,Oxford,ACC005603
Chemistry,Chemistry Advanced Book 5604,V. Rao,Cambridge,ACC005604
Biotechnology,Biotechnology Advanced Book 5605,V. Rao,Springer,ACC005605
Economics,Economics Advanced Book 5606,J. Das,Elsevier,ACC005606
Information Technology,Information Technology Advanced Book 5607,V. Rao,Cambridge,ACC005607
Economics,Economics Advanced Book 5608,V. Rao,Elsevier,ACC005608
Electronics,Electronics Advanced Book 5609,P. Singh,Elsevier,ACC005609
Mathematics,Mathematics Advanced Book 5610,V. Rao,Pearson,ACC005610
Political Science,Political Science Advanced Book 5611,S. Sharma,Wiley,ACC005611
Computer Science,Computer Science Advanced Book 5612,M. Khan,Cambridge,ACC005612
Commerce,Commerce Advanced Book 5613,A. Iyer,Cambridge,ACC005613
Law,Law Advanced Book 5614,V. Rao,McGraw Hill,ACC005614
Electrical Engineering,Electrical Engineering Advanced Book 5615,V. Rao,Oxford,ACC005615
Philosophy,Philosophy Advanced Book 5616,P. Singh,McGraw Hill,ACC005616
Architecture,Architecture Advanced Book 5617,P. Singh,Wiley,ACC005617
Physics,Physics Advanced Book 5618,R. Kumar,Cambridge,ACC005618
Sociology,Sociology Advanced Book 5619,M. Khan,Pearson,ACC005619
Information Technology,Information Technology Advanced Book 5620,P. Singh,Springer,ACC005620
Commerce,Commerce Advanced Book 5621,A. Iyer,McGraw Hill,ACC005621
Management,Management Advanced Book 5622,A. Iyer,Springer,ACC005622
Civil Engineering,Civil Engineering Advanced Book 5623,M. Khan,Springer,ACC005623
Chemistry,Chemistry Advanced Book 5624,M. Khan,Springer,ACC005624
Sociology,Sociology Advanced Book 5625,D. Patel,Springer,ACC005625
Mechanical Engineering,Mechanical Engineering Advanced Book 5626,D. Patel,Wiley,ACC005626
Electrical Engineering,Electrical Engineering Advanced Book 5627,M. Khan,Cambridge,ACC005627
Physics,Physics Advanced Book 5628,R. Kumar,Elsevier,ACC005628
Education,Education Advanced Book 5629,M. Khan,Oxford,ACC005629
Electrical Engineering,Electrical Engineering Advanced Book 5630,J. Das,McGraw Hill,ACC005630
Civil Engineering,Civil Engineering Advanced Book 5631,V. Rao,Springer,ACC005631
Philosophy,Philosophy Advanced Book 5632,J. Das,Wiley,ACC005632
Chemistry,Chemistry Advanced Book 5633,J. Das,Elsevier,ACC005633
Information Technology,Information Technology Advanced Book 5634,D. Patel,Wiley,ACC005634
Philosophy,Philosophy Advanced Book 5635,S. Sharma,Cambridge,ACC005635
Architecture,Architecture Advanced Book 5636,D. Patel,Oxford,ACC005636
Physics,Physics Advanced Book 5637,J. Das,Wiley,ACC005637
Philosophy,Philosophy Advanced Book 5638,V. Rao,McGraw Hill,ACC005638
Tamil,Tamil Advanced Book 5639,D. Patel,Pearson,ACC005639
Computer Science,Computer Science Advanced Book 5640,D. Patel,Elsevier,ACC005640
Mechanical Engineering,Mechanical Engineering Advanced Book 5641,D. Patel,Springer,ACC005641
Biotechnology,Biotechnology Advanced Book 5642,A. Iyer,Elsevier,ACC005642
Mathematics,Mathematics Advanced Book 5643,S. Sharma,Oxford,ACC005643
Biotechnology,Biotechnology Advanced Book 5644,A. Iyer,McGraw Hill,ACC005644
Architecture,Architecture Advanced Book 5645,S. Sharma,Oxford,ACC005645
Physics,Physics Advanced Book 5646,J. Das,Springer,ACC005646
Civil Engineering,Civil Engineering Advanced Book 5647,A. Iyer,Cambridge,ACC005647
Architecture,Architecture Advanced Book 5648,P. Singh,Wiley,ACC005648
Information Technology,Information Technology Advanced Book 5649,P. Singh,Pearson,ACC005649
Information Technology,Information Technology Advanced Book 5650,M. Khan,Springer,ACC005650
English,English Advanced Book 5651,D. Patel,McGraw Hill,ACC005651
Nursing,Nursing Advanced Book 5652,A. Iyer,Elsevier,ACC005652
Electronics,Electronics Advanced Book 5653,R. Kumar,Springer,ACC005653
Electronics,Electronics Advanced Book 5654,D. Patel,Springer,ACC005654
Physics,Physics Advanced Book 5655,J. Das,Oxford,ACC005655
Electronics,Electronics Advanced Book 5656,P. Singh,Oxford,ACC005656
Management,Management Advanced Book 5657,P. Singh,Wiley,ACC005657
Hindi,Hindi Advanced Book 5658,P. Singh,Wiley,ACC005658
Mathematics,Mathematics Advanced Book 5659,S. Sharma,Wiley,ACC005659
Physics,Physics Advanced Book 5660,J. Das,Elsevier,ACC005660
Biotechnology,Biotechnology Advanced Book 5661,D. Patel,Elsevier,ACC005661
Management,Management Advanced Book 5662,A. Iyer,Cambridge,ACC005662
Psychology,Psychology Advanced Book 5663,S. Sharma,McGraw Hill,ACC005663
Tamil,Tamil Advanced Book 5664,R. Kumar,Pearson,ACC005664
Management,Management Advanced Book 5665,V. Rao,McGraw Hill,ACC005665
Law,Law Advanced Book 5666,A. Iyer,Wiley,ACC005666
Law,Law Advanced Book 5667,P. Singh,Elsevier,ACC005667
Sociology,Sociology Advanced Book 5668,A. Iyer,Springer,ACC005668
Information Technology,Information Technology Advanced Book 5669,V. Rao,Springer,ACC005669
Sociology,Sociology Advanced Book 5670,R. Kumar,Wiley,ACC005670
Computer Science,Computer Science Advanced Book 5671,S. Sharma,Wiley,ACC005671
Psychology,Psychology Advanced Book 5672,D. Patel,Wiley,ACC005672
Commerce,Commerce Advanced Book 5673,D. Patel,Oxford,ACC005673
Nursing,Nursing Advanced Book 5674,M. Khan,Springer,ACC005674
Hindi,Hindi Advanced Book 5675,P. Singh,McGraw Hill,ACC005675
Physics,Physics Advanced Book 5676,D. Patel,Oxford,ACC005676
Electronics,Electronics Advanced Book 5677,A. Iyer,Cambridge,ACC005677
History,History Advanced Book 5678,S. Sharma,Cambridge,ACC005678
Electrical Engineering,Electrical Engineering Advanced Book 5679,A. Iyer,Cambridge,ACC005679
History,History Advanced Book 5680,J. Das,Springer,ACC005680
Law,Law Advanced Book 5681,S. Sharma,Oxford,ACC005681
Sociology,Sociology Advanced Book 5682,A. Iyer,Cambridge,ACC005682
Mechanical Engineering,Mechanical Engineering Advanced Book 5683,J. Das,Springer,ACC005683
Psychology,Psychology Advanced Book 5684,A. Iyer,Cambridge,ACC005684
Chemical Engineering,Chemical Engineering Advanced Book 5685,R. Kumar,Cambridge,ACC005685
Electrical Engineering,Electrical Engineering Advanced Book 5686,V. Rao,Pearson,ACC005686
Chemistry,Chemistry Advanced Book 5687,J. Das,Elsevier,ACC005687
Environmental Science,Environmental Science Advanced Book 5688,M. Khan,Cambridge,ACC005688
Tamil,Tamil Advanced Book 5689,D. Patel,McGraw Hill,ACC005689
Architecture,Architecture Advanced Book 5690,P. Singh,Elsevier,ACC005690
Information Technology,Information Technology Advanced Book 5691,V. Rao,Pearson,ACC005691
Mechanical Engineering,Mechanical Engineering Advanced Book 5692,S. Sharma,Cambridge,ACC005692
Chemistry,Chemistry Advanced Book 5693,S. Sharma,Cambridge,ACC005693
Chemistry,Chemistry Advanced Book 5694,V. Rao,Cambridge,ACC005694
Education,Education Advanced Book 5695,A. Iyer,Cambridge,ACC005695
Management,Management Advanced Book 5696,D. Patel,Elsevier,ACC005696
Architecture,Architecture Advanced Book 5697,A. Iyer,Springer,ACC005697
Electrical Engineering,Electrical Engineering Advanced Book 5698,A. Iyer,Elsevier,ACC005698
Civil Engineering,Civil Engineering Advanced Book 5699,R. Kumar,Elsevier,ACC005699
Information Technology,Information Technology Advanced Book 5700,S. Sharma,Wiley,ACC005700
Electronics,Electronics Advanced Book 5701,M. Khan,McGraw Hill,ACC005701
Economics,Economics Advanced Book 5702,M. Khan,Elsevier,ACC005702
Philosophy,Philosophy Advanced Book 5703,V. Rao,McGraw Hill,ACC005703
Political Science,Political Science Advanced Book 5704,A. Iyer,McGraw Hill,ACC005704
Artificial Intelligence,Artificial Intelligence Advanced Book 5705,S. Sharma,Elsevier,ACC005705
Hindi,Hindi Advanced Book 5706,R. Kumar,Elsevier,ACC005706
Data Science,Data Science Advanced Book 5707,R. Kumar,Cambridge,ACC005707
Chemical Engineering,Chemical Engineering Advanced Book 5708,P. Singh,Springer,ACC005708
Computer Science,Computer Science Advanced Book 5709,V. Rao,Wiley,ACC005709
Chemical Engineering,Chemical Engineering Advanced Book 5710,S. Sharma,Oxford,ACC005710
Biotechnology,Biotechnology Advanced Book 5711,J. Das,Springer,ACC005711
Electronics,Electronics Advanced Book 5712,J. Das,Cambridge,ACC005712
Education,Education Advanced Book 5713,P. Singh,Wiley,ACC005713
Psychology,Psychology Advanced Book 5714,S. Sharma,Pearson,ACC005714
Law,Law Advanced Book 5715,R. Kumar,Elsevier,ACC005715
Law,Law Advanced Book 5716,J. Das,McGraw Hill,ACC005716
Education,Education Advanced Book 5717,A. Iyer,Cambridge,ACC005717
Architecture,Architecture Advanced Book 5718,D. Patel,Wiley,ACC005718
Electronics,Electronics Advanced Book 5719,R. Kumar,Pearson,ACC005719
Political Science,Political Science Advanced Book 5720,M. Khan,Oxford,ACC005720
Nursing,Nursing Advanced Book 5721,M. Khan,Elsevier,ACC005721
Chemistry,Chemistry Advanced Book 5722,A. Iyer,Wiley,ACC005722
Computer Science,Computer Science Advanced Book 5723,R. Kumar,Wiley,ACC005723
Information Technology,Information Technology Advanced Book 5724,J. Das,Springer,ACC005724
Information Technology,Information Technology Advanced Book 5725,J. Das,Cambridge,ACC005725
Mathematics,Mathematics Advanced Book 5726,D. Patel,Pearson,ACC005726
Chemistry,Chemistry Advanced Book 5727,S. Sharma,Cambridge,ACC005727
Philosophy,Philosophy Advanced Book 5728,R. Kumar,Oxford,ACC005728
Psychology,Psychology Advanced Book 5729,S. Sharma,Pearson,ACC005729
Electrical Engineering,Electrical Engineering Advanced Book 5730,V. Rao,Oxford,ACC005730
Mathematics,Mathematics Advanced Book 5731,M. Khan,McGraw Hill,ACC005731
Nursing,Nursing Advanced Book 5732,A. Iyer,Springer,ACC005732
Artificial Intelligence,Artificial Intelligence Advanced Book 5733,P. Singh,Springer,ACC005733
Mathematics,Mathematics Advanced Book 5734,M. Khan,Elsevier,ACC005734
Pharmacy,Pharmacy Advanced Book 5735,S. Sharma,Wiley,ACC005735
Philosophy,Philosophy Advanced Book 5736,P. Singh,Wiley,ACC005736
Mathematics,Mathematics Advanced Book 5737,P. Singh,Cambridge,ACC005737
Management,Management Advanced Book 5738,P. Singh,Cambridge,ACC005738
Mathematics,Mathematics Advanced Book 5739,P. Singh,McGraw Hill,ACC005739
Computer Science,Computer Science Advanced Book 5740,M. Khan,Elsevier,ACC005740
Economics,Economics Advanced Book 5741,R. Kumar,Oxford,ACC005741
Electrical Engineering,Electrical Engineering Advanced Book 5742,P. Singh,McGraw Hill,ACC005742
Education,Education Advanced Book 5743,S. Sharma,Pearson,ACC005743
Artificial Intelligence,Artificial Intelligence Advanced Book 5744,J. Das,Elsevier,ACC005744
Agriculture,Agriculture Advanced Book 5745,S. Sharma,Cambridge,ACC005745
Agriculture,Agriculture Advanced Book 5746,A. Iyer,Pearson,ACC005746
Psychology,Psychology Advanced Book 5747,V. Rao,Cambridge,ACC005747
Civil Engineering,Civil Engineering Advanced Book 5748,R. Kumar,McGraw Hill,ACC005748
Electrical Engineering,Electrical Engineering Advanced Book 5749,A. Iyer,Cambridge,ACC005749
Data Science,Data Science Advanced Book 5750,M. Khan,McGraw Hill,ACC005750
Architecture,Architecture Advanced Book 5751,S. Sharma,Springer,ACC005751
Hindi,Hindi Advanced Book 5752,D. Patel,Wiley,ACC005752
Management,Management Advanced Book 5753,A. Iyer,McGraw Hill,ACC005753
Pharmacy,Pharmacy Advanced Book 5754,M. Khan,Cambridge,ACC005754
Management,Management Advanced Book 5755,A. Iyer,Oxford,ACC005755
Nursing,Nursing Advanced Book 5756,M. Khan,McGraw Hill,ACC005756
Artificial Intelligence,Artificial Intelligence Advanced Book 5757,J. Das,Oxford,ACC005757
Mathematics,Mathematics Advanced Book 5758,D. Patel,McGraw Hill,ACC005758
Law,Law Advanced Book 5759,S. Sharma,Elsevier,ACC005759
Environmental Science,Environmental Science Advanced Book 5760,S. Sharma,Springer,ACC005760
Management,Management Advanced Book 5761,D. Patel,Springer,ACC005761
Law,Law Advanced Book 5762,A. Iyer,Oxford,ACC005762
Psychology,Psychology Advanced Book 5763,V. Rao,Pearson,ACC005763
Political Science,Political Science Advanced Book 5764,V. Rao,Pearson,ACC005764
Psychology,Psychology Advanced Book 5765,S. Sharma,Oxford,ACC005765
Physics,Physics Advanced Book 5766,P. Singh,Cambridge,ACC005766
Computer Science,Computer Science Advanced Book 5767,P. Singh,Wiley,ACC005767
Economics,Economics Advanced Book 5768,M. Khan,Elsevier,ACC005768
Mathematics,Mathematics Advanced Book 5769,J. Das,Wiley,ACC005769
Electrical Engineering,Electrical Engineering Advanced Book 5770,V. Rao,Oxford,ACC005770
Chemical Engineering,Chemical Engineering Advanced Book 5771,V. Rao,Springer,ACC005771
Artificial Intelligence,Artificial Intelligence Advanced Book 5772,A. Iyer,Pearson,ACC005772
English,English Advanced Book 5773,D. Patel,Pearson,ACC005773
History,History Advanced Book 5774,R. Kumar,Pearson,ACC005774
Electrical Engineering,Electrical Engineering Advanced Book 5775,M. Khan,Springer,ACC005775
Civil Engineering,Civil Engineering Advanced Book 5776,V. Rao,Cambridge,ACC005776
Philosophy,Philosophy Advanced Book 5777,J. Das,Springer,ACC005777
History,History Advanced Book 5778,R. Kumar,McGraw Hill,ACC005778
Nursing,Nursing Advanced Book 5779,J. Das,McGraw Hill,ACC005779
Management,Management Advanced Book 5780,D. Patel,McGraw Hill,ACC005780
Data Science,Data Science Advanced Book 5781,D. Patel,Pearson,ACC005781
Agriculture,Agriculture Advanced Book 5782,D. Patel,Pearson,ACC005782
Architecture,Architecture Advanced Book 5783,J. Das,Wiley,ACC005783
Electronics,Electronics Advanced Book 5784,A. Iyer,Pearson,ACC005784
Mechanical Engineering,Mechanical Engineering Advanced Book 5785,J. Das,Elsevier,ACC005785
Environmental Science,Environmental Science Advanced Book 5786,V. Rao,Pearson,ACC005786
Data Science,Data Science Advanced Book 5787,S. Sharma,Pearson,ACC005787
Philosophy,Philosophy Advanced Book 5788,M. Khan,Springer,ACC005788
Tamil,Tamil Advanced Book 5789,D. Patel,McGraw Hill,ACC005789
Philosophy,Philosophy Advanced Book 5790,V. Rao,McGraw Hill,ACC005790
Agriculture,Agriculture Advanced Book 5791,M. Khan,Springer,ACC005791
Tamil,Tamil Advanced Book 5792,J. Das,Elsevier,ACC005792
Pharmacy,Pharmacy Advanced Book 5793,R. Kumar,McGraw Hill,ACC005793
Environmental Science,Environmental Science Advanced Book 5794,M. Khan,Elsevier,ACC005794
Education,Education Advanced Book 5795,M. Khan,Wiley,ACC005795
Electronics,Electronics Advanced Book 5796,D. Patel,Pearson,ACC005796
Electrical Engineering,Electrical Engineering Advanced Book 5797,A. Iyer,Pearson,ACC005797
English,English Advanced Book 5798,A. Iyer,Pearson,ACC005798
Pharmacy,Pharmacy Advanced Book 5799,R. Kumar,Pearson,ACC005799
Law,Law Advanced Book 5800,D. Patel,McGraw Hill,ACC005800
Philosophy,Philosophy Advanced Book 5801,J. Das,Springer,ACC005801
Agriculture,Agriculture Advanced Book 5802,V. Rao,Oxford,ACC005802
Computer Science,Computer Science Advanced Book 5803,S. Sharma,Springer,ACC005803
Chemistry,Chemistry Advanced Book 5804,J. Das,Springer,ACC005804
Law,Law Advanced Book 5805,S. Sharma,Pearson,ACC005805
Mathematics,Mathematics Advanced Book 5806,P. Singh,Wiley,ACC005806
Pharmacy,Pharmacy Advanced Book 5807,R. Kumar,Springer,ACC005807
Agriculture,Agriculture Advanced Book 5808,P. Singh,Cambridge,ACC005808
Biotechnology,Biotechnology Advanced Book 5809,M. Khan,Cambridge,ACC005809
Information Technology,Information Technology Advanced Book 5810,D. Patel,Pearson,ACC005810
Computer Science,Computer Science Advanced Book 5811,V. Rao,Elsevier,ACC005811
Agriculture,Agriculture Advanced Book 5812,J. Das,Elsevier,ACC005812
Information Technology,Information Technology Advanced Book 5813,R. Kumar,Pearson,ACC005813
Architecture,Architecture Advanced Book 5814,P. Singh,Cambridge,ACC005814
Hindi,Hindi Advanced Book 5815,S. Sharma,McGraw Hill,ACC005815
Chemical Engineering,Chemical Engineering Advanced Book 5816,D. Patel,Oxford,ACC005816
History,History Advanced Book 5817,D. Patel,McGraw Hill,ACC005817
Architecture,Architecture Advanced Book 5818,P. Singh,McGraw Hill,ACC005818
Artificial Intelligence,Artificial Intelligence Advanced Book 5819,V. Rao,Oxford,ACC005819
Hindi,Hindi Advanced Book 5820,P. Singh,Elsevier,ACC005820
English,English Advanced Book 5821,A. Iyer,Wiley,ACC005821
Philosophy,Philosophy Advanced Book 5822,P. Singh,Elsevier,ACC005822
Chemistry,Chemistry Advanced Book 5823,M. Khan,Cambridge,ACC005823
Psychology,Psychology Advanced Book 5824,D. Patel,Pearson,ACC005824
Computer Science,Computer Science Advanced Book 5825,D. Patel,Wiley,ACC005825
Commerce,Commerce Advanced Book 5826,P. Singh,Elsevier,ACC005826
Electrical Engineering,Electrical Engineering Advanced Book 5827,S. Sharma,Wiley,ACC005827
Physics,Physics Advanced Book 5828,M. Khan,McGraw Hill,ACC005828
Biotechnology,Biotechnology Advanced Book 5829,D. Patel,Pearson,ACC005829
Commerce,Commerce Advanced Book 5830,S. Sharma,Pearson,ACC005830
Chemistry,Chemistry Advanced Book 5831,M. Khan,Cambridge,ACC005831
Biotechnology,Biotechnology Advanced Book 5832,V. Rao,Elsevier,ACC005832
Pharmacy,Pharmacy Advanced Book 5833,P. Singh,McGraw Hill,ACC005833
Physics,Physics Advanced Book 5834,A. Iyer,McGraw Hill,ACC005834
Sociology,Sociology Advanced Book 5835,A. Iyer,Springer,ACC005835
Mechanical Engineering,Mechanical Engineering Advanced Book 5836,P. Singh,Wiley,ACC005836
Psychology,Psychology Advanced Book 5837,S. Sharma,McGraw Hill,ACC005837
Biotechnology,Biotechnology Advanced Book 5838,R. Kumar,Wiley,ACC005838
Hindi,Hindi Advanced Book 5839,D. Patel,Oxford,ACC005839
Artificial Intelligence,Artificial Intelligence Advanced Book 5840,V. Rao,Cambridge,ACC005840
